timestamp,session_id,upload_id,device,location,nr_band,nr_arfcn,ss_rsrp_dbm,ss_sinr_db,ss_rsrq_db,estimated_prb_util,protocol,payload_mb,connection_reuse,rtt_ms,upload_latency_ms,packet_loss_rate,retx_count,success,scenario,udp_mode
2026-01-23T21:51:13.700,5c5a3fb9c70e,5,pixel_5,indoor_office,n41,520000,-110.2,2.5,-14.3,0.0919,UDP,1.0,True,106.69022351414212,134.4846945673944,0.0197656307034412,0,True,quiet,strict
2026-01-23T21:51:20.123,5c5a3fb9c70e,6,pixel_5,indoor_office,n41,520000,-112.4,-5.0,-11.7,0.0728,TCP,1.0,True,109.78715756595564,224.1653918237573,0.0172486622149274,0,True,quiet,strict
2026-01-23T21:51:29.426,5c5a3fb9c70e,6,pixel_5,indoor_office,n41,520000,-112.4,2.0,-10.4,0.0691,QUIC,1.0,True,109.78715756595564,240.4414629666056,0.0181110953256738,0,True,quiet,strict
2026-01-23T21:51:41.258,5c5a3fb9c70e,6,pixel_5,indoor_office,n41,520000,-112.4,-3.4,-14.6,0.0796,UDP,1.0,True,109.78715756595564,130.901303342785,0.0206983946579129,0,True,quiet,strict
2026-01-23T21:51:44.851,5c5a3fb9c70e,7,pixel_5,indoor_office,n41,520000,-113.8,-0.7,-14.9,0.1047,TCP,1.0,True,114.60675184607626,225.39490994225488,0.0177546418080331,0,True,quiet,strict
2026-01-23T21:51:49.953,5c5a3fb9c70e,7,pixel_5,indoor_office,n41,520000,-113.8,1.2,-11.1,0.1098,QUIC,1.0,True,114.60675184607626,220.7611846711543,0.0186423738984347,0,True,quiet,strict
2026-01-23T21:51:57.834,5c5a3fb9c70e,7,pixel_5,indoor_office,n41,520000,-113.8,-4.1,-11.0,0.1105,UDP,1.0,True,114.60675184607626,142.81129878728316,0.0213055701696397,0,True,quiet,strict
2026-01-23T21:52:08.843,5c5a3fb9c70e,8,pixel_5,indoor_office,n41,520000,-114.3,-2.3,-13.1,0.0675,TCP,1.0,True,113.40155123273288,290.7233117653792,0.0179565293408426,0,True,quiet,strict
2026-01-23T21:52:15.484,5c5a3fb9c70e,8,pixel_5,indoor_office,n41,520000,-114.3,-3.1,-12.5,0.0671,QUIC,1.0,True,113.40155123273288,209.54157025058672,0.0188543558078847,0,True,quiet,strict
2026-01-23T21:52:20.700,5c5a3fb9c70e,8,pixel_5,indoor_office,n41,520000,-114.3,-5.0,-10.2,0.0658,UDP,1.0,False,113.40155123273288,135.4454521812112,0.0215478352090111,0,True,quiet,strict
2026-01-23T21:52:25.147,5c5a3fb9c70e,9,pixel_5,indoor_office,n41,520000,-112.1,-2.1,-12.6,0.0646,TCP,1.0,True,108.2128284401418,224.0227401759693,0.0171734619332788,0,True,quiet,strict
2026-01-23T21:52:35.412,5c5a3fb9c70e,9,pixel_5,indoor_office,n41,520000,-112.1,-5.0,-14.3,0.0444,QUIC,1.0,True,108.2128284401418,240.81576518787963,0.0180321350299427,0,True,quiet,strict
2026-01-23T21:52:41.209,5c5a3fb9c70e,9,pixel_5,indoor_office,n41,520000,-112.1,1.6,-12.1,0.0546,UDP,1.0,True,108.2128284401418,54.93915720896693,0.0206081543199345,1,False,quiet,strict
2026-01-23T21:52:45.860,5c5a3fb9c70e,10,pixel_5,indoor_office,n41,520000,-111.9,1.8,-11.0,0.0781,TCP,1.0,True,104.61988520857514,192.4347364416688,0.0170858729868879,0,True,quiet,strict
2026-01-23T21:52:56.926,5c5a3fb9c70e,10,pixel_5,indoor_office,n41,520000,-111.9,2.9,-14.1,0.0302,QUIC,1.0,True,104.61988520857514,193.155770998299,0.0179401666362323,0,True,quiet,strict
2026-01-23T21:53:00.282,5c5a3fb9c70e,10,pixel_5,indoor_office,n41,520000,-111.9,-1.8,-12.3,0.0639,UDP,1.0,True,104.61988520857514,121.6678203027256,0.0205030475842655,0,True,quiet,strict
2026-01-23T21:53:07.930,5c5a3fb9c70e,11,pixel_5,indoor_office,n41,520000,-111.5,-0.1,-14.2,0.0431,TCP,1.0,False,104.31406323807002,269.71159397475185,0.0169562297239785,0,True,quiet,strict
2026-01-23T21:53:16.590,5c5a3fb9c70e,11,pixel_5,indoor_office,n41,520000,-111.5,-3.4,-12.3,0.0777,QUIC,1.0,True,104.31406323807002,188.81311384902108,0.0178040412101774,0,True,quiet,strict
2026-01-23T21:53:25.516,5c5a3fb9c70e,11,pixel_5,indoor_office,n41,520000,-111.5,1.3,-11.7,0.0485,UDP,1.0,True,104.31406323807002,121.69973689793152,0.0203474756687742,0,True,quiet,strict
2026-01-23T21:53:31.681,5c5a3fb9c70e,12,pixel_5,indoor_office,n41,520000,-111.6,2.7,-12.3,0.062,TCP,1.0,True,104.05752231234544,185.40355125982703,0.0169793200170759,0,True,quiet,strict
2026-01-23T21:53:37.627,5c5a3fb9c70e,12,pixel_5,indoor_office,n41,520000,-111.6,2.6,-17.0,0.0374,QUIC,1.0,True,104.05752231234544,187.52478030314475,0.0178282860179297,0,True,quiet,strict
2026-01-23T21:53:44.289,5c5a3fb9c70e,12,pixel_5,indoor_office,n41,520000,-111.6,-0.8,-9.3,0.0719,UDP,1.0,True,104.05752231234544,117.28675728326564,0.0203751840204911,0,True,quiet,strict
2026-01-23T21:53:47.710,5c5a3fb9c70e,13,pixel_5,indoor_office,n41,520000,-112.4,-4.2,-11.5,0.0511,TCP,1.0,True,108.0116139641902,216.89882352179063,0.0172502307143844,0,True,quiet,strict
2026-01-23T21:53:51.617,5c5a3fb9c70e,13,pixel_5,indoor_office,n41,520000,-112.4,-0.7,-14.0,0.0472,QUIC,1.0,True,108.0116139641902,283.57708874353017,0.0181127422501036,0,True,quiet,strict
2026-01-23T21:53:56.721,5c5a3fb9c70e,13,pixel_5,indoor_office,n41,520000,-112.4,-2.0,-15.1,0.0429,UDP,1.0,False,108.0116139641902,131.07835834279578,0.0207002768572613,0,True,quiet,strict
2026-01-23T21:54:00.644,5c5a3fb9c70e,14,pixel_5,indoor_office,n41,520000,-110.9,-4.0,-11.2,0.0755,TCP,1.0,True,102.66413344319496,197.14878702651265,0.0167069023986238,0,True,quiet,strict
2026-01-23T21:54:09.153,5c5a3fb9c70e,14,pixel_5,indoor_office,n41,520000,-110.9,-2.4,-13.5,0.0246,QUIC,1.0,True,102.66413344319496,212.0587430868052,0.0175422475185549,0,True,quiet,strict
2026-01-23T21:54:13.036,5c5a3fb9c70e,14,pixel_5,indoor_office,n41,520000,-110.9,-5.0,-15.0,0.0213,UDP,1.0,True,102.66413344319496,118.07814099446546,0.0200482828783485,0,True,quiet,strict
2026-01-23T21:54:16.604,5c5a3fb9c70e,15,pixel_5,indoor_office,n41,520000,-110.9,0.9,-11.8,0.0236,TCP,1.0,False,102.71354891204548,206.62280862496547,0.0167246724254401,0,True,quiet,strict
2026-01-23T21:54:24.393,5c5a3fb9c70e,15,pixel_5,indoor_office,n41,520000,-110.9,-4.7,-10.7,0.0576,QUIC,1.0,True,102.71354891204548,196.4009049638288,0.0175609060467122,0,True,quiet,strict
2026-01-23T21:54:32.864,5c5a3fb9c70e,15,pixel_5,indoor_office,n41,520000,-110.9,-4.3,-14.0,0.0471,UDP,1.0,True,102.71354891204548,122.0527417413079,0.0200696069105282,0,True,quiet,strict
2026-01-23T21:54:45.091,5c5a3fb9c70e,16,pixel_5,indoor_office,n41,520000,-109.8,-2.3,-12.0,0.0572,TCP,1.0,True,100.56296312674051,183.44606397936903,0.0163138204709533,0,True,quiet,strict
2026-01-23T21:54:49.886,5c5a3fb9c70e,16,pixel_5,indoor_office,n41,520000,-109.8,-5.0,-13.1,0.0317,QUIC,1.0,True,100.56296312674051,165.66005242617413,0.0171295114945009,0,True,quiet,strict
2026-01-23T21:54:55.653,5c5a3fb9c70e,16,pixel_5,indoor_office,n41,520000,-109.8,-1.6,-12.6,0.0686,UDP,1.0,False,100.56296312674051,119.45238548937252,0.0195765845651439,0,True,quiet,strict
2026-01-23T21:54:59.854,5c5a3fb9c70e,17,pixel_5,indoor_office,n41,520000,-108.9,1.1,-10.6,0.0478,TCP,1.0,True,102.27480560142747,221.63205469732063,0.0159990400330972,0,True,quiet,strict
2026-01-23T21:55:11.347,5c5a3fb9c70e,17,pixel_5,indoor_office,n41,520000,-108.9,3.6,-11.1,0.0635,QUIC,1.0,True,102.27480560142747,195.25737388159132,0.0167989920347521,0,True,quiet,strict
2026-01-23T21:55:19.417,5c5a3fb9c70e,17,pixel_5,indoor_office,n41,520000,-108.9,7.6,-13.5,0.0599,UDP,1.0,True,102.27480560142747,128.62567776154856,0.0191988480397166,0,True,quiet,strict
2026-01-23T21:55:29.513,5c5a3fb9c70e,18,pixel_5,indoor_office,n41,520000,-107.7,-1.4,-15.3,0.1217,TCP,1.0,True,102.77903357826015,240.20275923006315,0.0155631200285803,0,True,quiet,strict
2026-01-23T21:55:35.557,5c5a3fb9c70e,18,pixel_5,indoor_office,n41,520000,-107.7,-0.9,-11.5,0.1157,QUIC,1.0,True,102.77903357826015,201.72388523810784,0.0163412760300093,0,True,quiet,strict
2026-01-23T21:55:42.395,5c5a3fb9c70e,18,pixel_5,indoor_office,n41,520000,-107.7,-2.3,-13.7,0.1112,UDP,1.0,True,102.77903357826015,138.1648993733545,0.0186757440342963,0,True,quiet,strict
2026-01-23T21:55:51.679,5c5a3fb9c70e,19,pixel_5,indoor_office,n41,520000,-107.7,0.4,-17.2,0.1377,TCP,1.0,True,103.7994486421712,225.443743738987,0.0978780654552024,0,True,quiet,strict
2026-01-23T21:55:57.375,5c5a3fb9c70e,19,pixel_5,indoor_office,n41,520000,-107.7,-1.0,-11.8,0.1243,QUIC,1.0,True,103.7994486421712,485.6430330126741,0.1027719687279625,2,True,quiet,strict
2026-01-23T21:56:00.125,5c5a3fb9c70e,19,pixel_5,indoor_office,n41,520000,-107.7,1.4,-11.2,0.1315,UDP,1.0,True,103.7994486421712,138.80141649373832,0.1174536785462428,0,True,quiet,strict
2026-01-23T21:56:03.622,5c5a3fb9c70e,20,pixel_5,indoor_office,n41,520000,-107.5,0.1,-13.5,0.1782,TCP,1.0,True,106.18576154611,231.8008426575073,0.0155100257922398,0,True,quiet,strict
2026-01-23T21:56:13.721,5c5a3fb9c70e,20,pixel_5,indoor_office,n41,520000,-107.5,-5.0,-10.0,0.1833,QUIC,1.0,True,106.18576154611,299.55990330055107,0.0162855270818518,0,True,quiet,strict
2026-01-23T21:56:24.157,5c5a3fb9c70e,20,pixel_5,indoor_office,n41,520000,-107.5,-4.9,-12.1,0.1801,UDP,1.0,True,106.18576154611,158.91670666609662,0.0186120309506878,0,True,quiet,strict
2026-01-23T21:56:32.202,5c5a3fb9c70e,21,pixel_5,indoor_office,n41,520000,-108.6,-0.1,-13.7,0.137,TCP,1.0,True,105.89297903359748,236.53958627965403,0.0158812248875445,0,True,quiet,strict
2026-01-23T21:56:39.342,5c5a3fb9c70e,21,pixel_5,indoor_office,n41,520000,-108.6,-4.6,-10.9,0.1492,QUIC,1.0,True,105.89297903359748,208.48432337138868,0.0166752861319218,0,True,quiet,strict
2026-01-23T21:56:44.055,5c5a3fb9c70e,21,pixel_5,indoor_office,n41,520000,-108.6,-2.6,-12.6,0.1372,UDP,1.0,True,105.89297903359748,151.87642420146392,0.0190574698650534,0,True,quiet,strict
2026-01-23T21:56:52.055,5c5a3fb9c70e,22,pixel_5,indoor_office,n41,520000,-109.9,-1.1,-11.8,0.1408,TCP,1.0,False,108.5119262838893,218.84146192183732,0.0163638206008617,0,True,quiet,strict
2026-01-23T21:57:03.192,5c5a3fb9c70e,22,pixel_5,indoor_office,n41,520000,-109.9,-3.6,-13.7,0.1425,QUIC,1.0,True,108.5119262838893,262.6089516462553,0.0171820116309048,0,True,quiet,strict
2026-01-23T21:57:10.460,5c5a3fb9c70e,22,pixel_5,indoor_office,n41,520000,-109.9,2.0,-13.0,0.132,UDP,1.0,True,108.5119262838893,147.0999424155428,0.019636584721034,0,True,quiet,strict
2026-01-23T21:57:14.894,5c5a3fb9c70e,23,pixel_5,indoor_office,n41,520000,-106.0,1.7,-13.3,0.2002,TCP,1.0,True,103.43858489980563,248.07647839285772,0.0149628857584568,0,True,quiet,strict
2026-01-23T21:57:25.672,5c5a3fb9c70e,23,pixel_5,indoor_office,n41,520000,-106.0,0.9,-11.5,0.1955,QUIC,1.0,True,103.43858489980563,238.2549976973557,0.0157110300463797,0,True,quiet,strict
2026-01-23T21:57:32.799,5c5a3fb9c70e,23,pixel_5,indoor_office,n41,520000,-106.0,4.3,-11.8,0.1953,UDP,1.0,True,103.43858489980563,154.42031766745157,0.0179554629101482,0,True,quiet,strict
2026-01-23T21:57:37.084,5c5a3fb9c70e,24,pixel_5,indoor_office,n41,520000,-104.2,6.9,-14.4,0.1588,TCP,1.0,True,97.99026813069968,277.5791850381352,0.0914912793321726,0,True,quiet,strict
2026-01-23T21:57:45.354,5c5a3fb9c70e,24,pixel_5,indoor_office,n41,520000,-104.2,8.4,-11.7,0.1634,QUIC,1.0,False,97.99026813069968,207.4271604338014,0.0960658432987812,0,True,quiet,strict
2026-01-23T21:57:50.527,5c5a3fb9c70e,24,pixel_5,indoor_office,n41,520000,-104.2,0.3,-12.3,0.1629,UDP,1.0,True,97.99026813069968,152.54497150610794,0.1097895351986071,0,True,quiet,strict
2026-01-23T21:57:56.712,5c5a3fb9c70e,25,pixel_5,indoor_office,n41,520000,-105.1,-0.7,-11.9,0.1696,TCP,1.0,True,100.13865839138472,255.06454874954733,0.0146423123575345,0,True,quiet,strict
2026-01-23T21:58:03.943,5c5a3fb9c70e,25,pixel_5,indoor_office,n41,520000,-105.1,5.5,-14.3,0.1735,QUIC,1.0,True,100.13865839138472,202.4711637716516,0.0153744279754113,0,True,quiet,strict
2026-01-23T21:58:12.624,5c5a3fb9c70e,25,pixel_5,indoor_office,n41,520000,-105.1,2.3,-10.8,0.1625,UDP,1.0,True,100.13865839138472,149.19554402291692,0.0175707748290414,0,True,quiet,strict
2026-01-23T21:58:15.623,5c5a3fb9c70e,26,pixel_5,indoor_office,n41,520000,-104.3,0.3,-14.1,0.1865,TCP,1.0,True,99.11013027119644,230.79628369348444,0.0143484979335723,0,True,quiet,strict
2026-01-23T21:58:23.227,5c5a3fb9c70e,26,pixel_5,indoor_office,n41,520000,-104.3,3.2,-12.8,0.1789,QUIC,1.0,True,99.11013027119644,205.80340599460865,0.0150659228302509,0,True,quiet,strict
2026-01-23T21:58:28.960,5c5a3fb9c70e,26,pixel_5,indoor_office,n41,520000,-104.3,7.2,-13.8,0.1781,UDP,1.0,True,99.11013027119644,152.99817040237508,0.0172181975202868,0,True,quiet,strict
2026-01-23T21:58:33.247,5c5a3fb9c70e,27,pixel_5,indoor_office,n41,520000,-104.7,4.1,-13.2,0.149,TCP,1.0,True,97.99842763733037,204.1865977475155,0.0144877823751253,0,True,quiet,strict
2026-01-23T21:58:36.411,5c5a3fb9c70e,27,pixel_5,indoor_office,n41,520000,-104.7,1.4,-12.8,0.1375,QUIC,1.0,True,97.99842763733037,189.4544187629956,0.0152121714938815,0,True,quiet,strict
2026-01-23T21:58:48.024,5c5a3fb9c70e,27,pixel_5,indoor_office,n41,520000,-104.7,3.8,-10.9,0.1415,UDP,1.0,True,97.99842763733037,140.640655487061,0.0173853388501503,0,True,quiet,strict
2026-01-23T21:58:56.322,5c5a3fb9c70e,28,pixel_5,indoor_office,n41,520000,-107.4,0.2,-14.2,0.1118,TCP,1.0,True,102.65500014164805,230.0593323485048,0.0154753431963858,0,True,quiet,strict
2026-01-23T21:59:03.847,5c5a3fb9c70e,28,pixel_5,indoor_office,n41,520000,-107.4,2.9,-10.2,0.1253,QUIC,1.0,True,102.65500014164805,200.4089361102981,0.0162491103562051,0,True,quiet,strict
2026-01-23T21:59:15.699,5c5a3fb9c70e,28,pixel_5,indoor_office,n41,520000,-107.4,2.2,-14.8,0.1213,UDP,1.0,False,102.65500014164805,142.86817122534933,0.018570411835663,0,True,quiet,strict
2026-01-23T21:59:23.841,5c5a3fb9c70e,29,pixel_5,indoor_office,n41,520000,-109.5,6.9,-10.6,0.1323,TCP,1.0,True,107.31238651001831,261.29471246714,0.0162141987477072,0,True,quiet,strict
2026-01-23T21:59:35.661,5c5a3fb9c70e,29,pixel_5,indoor_office,n41,520000,-109.5,1.3,-14.5,0.1312,QUIC,1.0,True,107.31238651001831,212.57043464377887,0.0170249086850926,0,True,quiet,strict
2026-01-23T21:59:47.210,5c5a3fb9c70e,29,pixel_5,indoor_office,n41,520000,-109.5,2.7,-14.3,0.1461,UDP,1.0,True,107.31238651001831,157.5026471036771,0.0194570384972487,0,True,quiet,strict
2026-01-23T21:59:52.336,5c5a3fb9c70e,30,pixel_5,indoor_office,n41,520000,-111.2,-0.4,-14.5,0.1524,TCP,1.0,False,111.90535321603996,257.31173906529204,0.0168247183529596,0,True,quiet,strict
2026-01-23T21:59:57.204,5c5a3fb9c70e,30,pixel_5,indoor_office,n41,520000,-111.2,-3.5,-10.6,0.1576,QUIC,1.0,True,111.90535321603996,211.2710430920216,0.0176659542706076,0,True,quiet,strict
2026-01-23T22:00:02.603,5c5a3fb9c70e,30,pixel_5,indoor_office,n41,520000,-111.2,-4.2,-10.8,0.1439,UDP,1.0,True,111.90535321603996,149.73083191985242,0.0201896620235516,0,True,quiet,strict
2026-01-23T22:00:12.243,5c5a3fb9c70e,31,pixel_5,indoor_office,n41,520000,-111.6,-4.8,-15.5,0.1458,TCP,1.0,True,112.6536432368554,235.7627750550669,0.0169783299556264,0,True,quiet,strict
2026-01-23T22:00:21.112,5c5a3fb9c70e,31,pixel_5,indoor_office,n41,520000,-111.6,-0.1,-12.6,0.1472,QUIC,1.0,True,112.6536432368554,230.8729243964183,0.0178272464534077,0,True,quiet,strict
2026-01-23T22:00:27.713,5c5a3fb9c70e,31,pixel_5,indoor_office,n41,520000,-111.6,1.7,-13.6,0.1532,UDP,1.0,True,112.6536432368554,153.8216890067505,0.0203739959467517,0,True,quiet,strict
2026-01-23T22:00:33.036,5c5a3fb9c70e,32,pixel_5,indoor_office,n41,520000,-109.6,-3.6,-12.5,0.134,TCP,1.0,True,107.58175462614771,243.187249950768,0.0162734819532199,0,True,quiet,strict
2026-01-23T22:00:41.423,5c5a3fb9c70e,32,pixel_5,indoor_office,n41,520000,-109.6,-2.0,-12.5,0.13,QUIC,1.0,True,107.58175462614771,231.1636560543986,0.0170871560508809,0,True,quiet,strict
2026-01-23T22:00:50.261,5c5a3fb9c70e,32,pixel_5,indoor_office,n41,520000,-109.6,-2.5,-15.1,0.1288,UDP,1.0,False,107.58175462614771,144.65993010769873,0.0195281783438639,0,True,quiet,strict
2026-01-23T22:00:58.541,5c5a3fb9c70e,33,pixel_5,indoor_office,n41,520000,-108.1,1.9,-15.5,0.1029,TCP,1.0,True,102.41026142549512,413.8385871086369,0.0157132540999806,1,True,quiet,strict
2026-01-23T22:01:09.839,5c5a3fb9c70e,33,pixel_5,indoor_office,n41,520000,-108.1,-1.7,-13.0,0.0903,QUIC,1.0,True,102.41026142549512,192.43432727630787,0.0164989168049796,0,True,quiet,strict
2026-01-23T22:01:20.163,5c5a3fb9c70e,33,pixel_5,indoor_office,n41,520000,-108.1,-5.0,-13.8,0.0839,UDP,1.0,True,102.41026142549512,137.8268785537451,0.0188559049199767,0,True,quiet,strict
2026-01-23T22:01:24.607,5c5a3fb9c70e,34,pixel_5,indoor_office,n41,520000,-107.0,-0.2,-11.7,0.0457,TCP,1.0,True,97.96142048521496,433.6550761824408,0.0153332400851325,1,True,quiet,strict
2026-01-23T22:01:30.641,5c5a3fb9c70e,34,pixel_5,indoor_office,n41,520000,-107.0,-0.1,-16.8,0.0506,QUIC,1.0,True,97.96142048521496,175.95047028985874,0.0160999020893891,0,True,quiet,strict
2026-01-23T22:01:41.668,5c5a3fb9c70e,34,pixel_5,indoor_office,n41,520000,-107.0,2.9,-12.3,0.0518,UDP,1.0,True,97.96142048521496,127.52526683810518,0.018399888102159,0,True,quiet,strict
2026-01-23T22:01:51.940,5c5a3fb9c70e,35,pixel_5,indoor_office,n41,520000,-107.2,1.8,-13.3,0.0173,TCP,1.0,False,96.16156537499022,325.424034383036,0.0153803943833737,0,True,quiet,strict
2026-01-23T22:01:59.988,5c5a3fb9c70e,35,pixel_5,indoor_office,n41,520000,-107.2,2.1,-13.2,0.0157,QUIC,1.0,True,96.16156537499022,202.55173210934672,0.0161494141025424,0,True,quiet,strict
2026-01-23T22:02:08.440,5c5a3fb9c70e,35,pixel_5,indoor_office,n41,520000,-107.2,-0.9,-12.8,0.005,UDP,1.0,True,96.16156537499022,116.7112889662794,0.0184564732600484,0,True,quiet,strict
2026-01-23T22:02:15.257,5c5a3fb9c70e,36,pixel_5,indoor_office,n41,520000,-106.9,6.1,-9.1,0.0154,TCP,1.0,True,95.86671001053308,270.76812875110403,0.0964677970955143,1,True,quiet,strict
2026-01-23T22:02:24.805,5c5a3fb9c70e,36,pixel_5,indoor_office,n41,520000,-106.9,1.4,-13.7,0.0181,QUIC,1.0,True,95.86671001053308,188.5453788872489,0.10129118695029,0,True,quiet,strict
2026-01-23T22:02:32.796,5c5a3fb9c70e,36,pixel_5,indoor_office,n41,520000,-106.9,0.1,-13.6,0.005,UDP,1.0,True,95.86671001053308,116.3921760625075,0.1157613565146172,0,True,quiet,strict
2026-01-23T22:02:39.642,5c5a3fb9c70e,37,pixel_5,indoor_office,n41,520000,-107.3,-1.8,-15.1,0.0606,TCP,1.0,True,98.88231190808573,288.83429899492086,0.0970756557619754,0,True,quiet,strict
2026-01-23T22:02:46.418,5c5a3fb9c70e,37,pixel_5,indoor_office,n41,520000,-107.3,-3.8,-11.0,0.06,QUIC,1.0,True,98.88231190808573,416.4365620035906,0.1019294385500742,1,True,quiet,strict
2026-01-23T22:02:55.586,5c5a3fb9c70e,37,pixel_5,indoor_office,n41,520000,-107.3,-2.0,-11.5,0.0632,UDP,1.0,True,98.88231190808573,126.67903665404332,0.1164907869143705,0,True,quiet,strict
2026-01-23T22:03:04.924,5c5a3fb9c70e,38,pixel_5,indoor_office,n41,520000,-107.0,2.5,-9.9,0.0314,TCP,1.0,True,97.4034151245154,178.9896934912745,0.0153168444224351,0,True,quiet,strict
2026-01-23T22:03:09.296,5c5a3fb9c70e,38,pixel_5,indoor_office,n41,520000,-107.0,3.0,-12.8,0.046,QUIC,1.0,False,97.4034151245154,292.7287124583763,0.0160826866435569,0,True,quiet,strict
2026-01-23T22:03:13.969,5c5a3fb9c70e,38,pixel_5,indoor_office,n41,520000,-107.0,-2.8,-12.4,0.0391,UDP,1.0,True,97.4034151245154,120.60155222626142,0.0183802133069222,0,True,quiet,strict
2026-01-23T22:03:24.955,5c5a3fb9c70e,39,pixel_5,indoor_office,n41,520000,-104.3,1.8,-14.3,0.1145,TCP,1.0,True,95.71164266234354,216.67096538319137,0.0143422696857186,0,True,quiet,strict
2026-01-23T22:03:29.650,5c5a3fb9c70e,39,pixel_5,indoor_office,n41,520000,-104.3,3.7,-14.0,0.1211,QUIC,1.0,True,95.71164266234354,189.7449523721988,0.0150593831700045,0,True,quiet,strict
2026-01-23T22:03:40.550,5c5a3fb9c70e,39,pixel_5,indoor_office,n41,520000,-104.3,2.9,-14.9,0.1065,UDP,1.0,True,95.71164266234354,135.01914333508725,0.0172107236228623,0,True,quiet,strict
2026-01-23T22:03:45.616,5c5a3fb9c70e,40,pixel_5,indoor_office,n41,520000,-105.6,2.2,-13.2,0.0607,TCP,1.0,True,95.6319175833014,184.87035321671075,0.0148196495303017,0,True,quiet,strict
2026-01-23T22:03:51.019,5c5a3fb9c70e,40,pixel_5,indoor_office,n41,520000,-105.6,3.0,-11.9,0.0619,QUIC,1.0,True,95.6319175833014,165.76691042263954,0.0155606320068168,0,True,quiet,strict
2026-01-23T22:04:02.857,5c5a3fb9c70e,40,pixel_5,indoor_office,n41,520000,-105.6,2.9,-12.9,0.058,UDP,1.0,True,95.6319175833014,124.69344620839864,0.017783579436362,0,True,quiet,strict
2026-01-23T22:04:06.278,5c5a3fb9c70e,41,pixel_5,indoor_office,n41,520000,-104.0,1.9,-11.5,0.02,TCP,1.0,True,89.5281983102871,165.2794020673118,0.0142263954693175,0,True,quiet,strict
2026-01-23T22:04:18.614,5c5a3fb9c70e,41,pixel_5,indoor_office,n41,520000,-104.0,3.7,-11.1,0.0353,QUIC,1.0,True,89.5281983102871,158.42667662097864,0.0149377152427834,0,True,quiet,strict
